"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/13/2024","AQS","340171003","2","20","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/19/2024","AQS","340171003","2","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/25/2024","AQS","340171003","2","10","ug/m3 SC","9","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/31/2024","AQS","340171003","2","6","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/06/2024","AQS","340171003","2","3","ug/m3 SC","3","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/12/2024","AQS","340171003","2","11","ug/m3 SC","10","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/18/2024","AQS","340171003","2","6","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/24/2024","AQS","340171003","2","16","ug/m3 SC","15","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/30/2024","AQS","340171003","2","27","ug/m3 SC","25","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/06/2024","AQS","340171003","2","25","ug/m3 SC","23","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/12/2024","AQS","340171003","2","5","ug/m3 SC","5","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/18/2024","AQS","340171003","2","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/24/2024","AQS","340171003","2","22","ug/m3 SC","20","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/30/2024","AQS","340171003","2","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/05/2024","AQS","340171003","2","22","ug/m3 SC","20","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/11/2024","AQS","340171003","2","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/17/2024","AQS","340171003","2","25","ug/m3 SC","23","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/23/2024","AQS","340171003","2","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/29/2024","AQS","340171003","2","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/05/2024","AQS","340171003","2","37","ug/m3 SC","34","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/11/2024","AQS","340171003","2","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/17/2024","AQS","340171003","2","19","ug/m3 SC","18","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/23/2024","AQS","340171003","2","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/29/2024","AQS","340171003","2","26","ug/m3 SC","24","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/04/2024","AQS","340171003","2","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/10/2024","AQS","340171003","2","13","ug/m3 SC","12","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/16/2024","AQS","340171003","2","27","ug/m3 SC","25","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/22/2024","AQS","340171003","2","13","ug/m3 SC","12","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/28/2024","AQS","340171003","2","22","ug/m3 SC","20","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/03/2024","AQS","340171003","2","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/09/2024","AQS","340171003","2","15","ug/m3 SC","14","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/15/2024","AQS","340171003","2","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/21/2024","AQS","340171003","2","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/27/2024","AQS","340171003","2","13","ug/m3 SC","12","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/03/2024","AQS","340171003","2","19","ug/m3 SC","18","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/15/2024","AQS","340171003","2","8","ug/m3 SC","7","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/21/2024","AQS","340171003","2","40","ug/m3 SC","37","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/27/2024","AQS","340171003","2","7","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/02/2024","AQS","340171003","2","8","ug/m3 SC","7","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/08/2024","AQS","340171003","2","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/14/2024","AQS","340171003","2","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/20/2024","AQS","340171003","2","25","ug/m3 SC","23","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/26/2024","AQS","340171003","2","10","ug/m3 SC","9","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"12/02/2024","AQS","340171003","2","11","ug/m3 SC","10","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"12/08/2024","AQS","340171003","2","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"12/20/2024","AQS","340171003","2","10","ug/m3 SC","9","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"12/26/2024","AQS","340171003","2","32","ug/m3 SC","30","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"01/01/2024","AQS","340171003","3","8","ug/m3 SC","7","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"01/13/2024","AQS","340171003","3","5","ug/m3 SC","5","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"01/19/2024","AQS","340171003","3","19","ug/m3 SC","18","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"01/25/2024","AQS","340171003","3","20","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"01/31/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"02/06/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"02/12/2024","AQS","340171003","3","13","ug/m3 SC","12","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"02/18/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"02/24/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/01/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/07/2024","AQS","340171003","3","4","ug/m3 SC","4","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/13/2024","AQS","340171003","3","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/19/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/25/2024","AQS","340171003","3","10","ug/m3 SC","9","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"03/31/2024","AQS","340171003","3","6","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/06/2024","AQS","340171003","3","2","ug/m3 SC","2","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/12/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/18/2024","AQS","340171003","3","6","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/24/2024","AQS","340171003","3","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"04/30/2024","AQS","340171003","3","28","ug/m3 SC","26","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/06/2024","AQS","340171003","3","25","ug/m3 SC","23","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/12/2024","AQS","340171003","3","6","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/18/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/24/2024","AQS","340171003","3","23","ug/m3 SC","21","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"05/30/2024","AQS","340171003","3","11","ug/m3 SC","10","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/05/2024","AQS","340171003","3","22","ug/m3 SC","20","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/11/2024","AQS","340171003","3","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/17/2024","AQS","340171003","3","23","ug/m3 SC","21","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/23/2024","AQS","340171003","3","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"06/29/2024","AQS","340171003","3","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/05/2024","AQS","340171003","3","38","ug/m3 SC","35","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/11/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/17/2024","AQS","340171003","3","18","ug/m3 SC","17","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/23/2024","AQS","340171003","3","12","ug/m3 SC","11","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"07/29/2024","AQS","340171003","3","26","ug/m3 SC","24","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/04/2024","AQS","340171003","3","14","ug/m3 SC","13","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/16/2024","AQS","340171003","3","26","ug/m3 SC","24","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/22/2024","AQS","340171003","3","0","ug/m3 SC","0","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"08/28/2024","AQS","340171003","3","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/03/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/09/2024","AQS","340171003","3","15","ug/m3 SC","14","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/15/2024","AQS","340171003","3","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/21/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"09/27/2024","AQS","340171003","3","13","ug/m3 SC","12","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/03/2024","AQS","340171003","3","19","ug/m3 SC","18","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/15/2024","AQS","340171003","3","8","ug/m3 SC","7","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/21/2024","AQS","340171003","3","39","ug/m3 SC","36","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"10/27/2024","AQS","340171003","3","7","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/02/2024","AQS","340171003","3","7","ug/m3 SC","6","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/08/2024","AQS","340171003","3","21","ug/m3 SC","19","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/14/2024","AQS","340171003","3","17","ug/m3 SC","16","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/20/2024","AQS","340171003","3","23","ug/m3 SC","21","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"11/26/2024","AQS","340171003","3","9","ug/m3 SC","8","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
"12/02/2024","AQS","340171003","3","10","ug/m3 SC","9","Jersey City Firehouse","1","100.0000","81102","PM10 Total 0-10um STP","126","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.725413","-74.052293"
