"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2026","AirNow","340030010","3","0.9","ug/m3 LC","5","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/02/2026","AirNow","340030010","3","2.5","ug/m3 LC","14","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/03/2026","AirNow","340030010","3","2.8","ug/m3 LC","16","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/04/2026","AirNow","340030010","3","3.4","ug/m3 LC","19","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/05/2026","AirNow","340030010","3","4.4","ug/m3 LC","24","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/06/2026","AirNow","340030010","3","16.9","ug/m3 LC","66","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/07/2026","AirNow","340030010","3","10","ug/m3 LC","53","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/08/2026","AirNow","340030010","3","7.2","ug/m3 LC","40","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/09/2026","AirNow","340030010","3","10.9","ug/m3 LC","54","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/10/2026","AirNow","340030010","3","5","ug/m3 LC","28","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/11/2026","AirNow","340030010","3","2.9","ug/m3 LC","16","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/12/2026","AirNow","340030010","3","2.1","ug/m3 LC","12","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/13/2026","AirNow","340030010","3","8","ug/m3 LC","44","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/14/2026","AirNow","340030010","3","12.2","ug/m3 LC","57","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/15/2026","AirNow","340030010","3","5.2","ug/m3 LC","29","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/16/2026","AirNow","340030010","3","2","ug/m3 LC","11","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/17/2026","AirNow","340030010","3","10.9","ug/m3 LC","54","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/18/2026","AirNow","340030010","3","20.2","ug/m3 LC","72","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/19/2026","AirNow","340030010","3","5.3","ug/m3 LC","29","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/20/2026","AirNow","340030010","3","2.4","ug/m3 LC","13","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/21/2026","AirNow","340030010","3","6","ug/m3 LC","33","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/22/2026","AirNow","340030010","3","7.2","ug/m3 LC","40","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/23/2026","AirNow","340030010","3","1.8","ug/m3 LC","10","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/24/2026","AirNow","340030010","3","-1.2","ug/m3 LC","0","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/25/2026","AirNow","340030010","3","0.5","ug/m3 LC","3","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/26/2026","AirNow","340030010","3","2.7","ug/m3 LC","15","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/27/2026","AirNow","340030010","3","3.6","ug/m3 LC","20","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/28/2026","AirNow","340030010","3","8.3","ug/m3 LC","46","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/29/2026","AirNow","340030010","3","6.7","ug/m3 LC","37","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/30/2026","AirNow","340030010","3","-0.3","ug/m3 LC","0","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/31/2026","AirNow","340030010","3","2.7","ug/m3 LC","15","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/01/2026","AirNow","340030010","3","0.1","ug/m3 LC","1","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/02/2026","AirNow","340030010","3","2","ug/m3 LC","11","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/03/2026","AirNow","340030010","3","7.7","ug/m3 LC","43","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/04/2026","AirNow","340030010","3","6.9","ug/m3 LC","38","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/05/2026","AirNow","340030010","3","6.2","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/06/2026","AirNow","340030010","3","9.3","ug/m3 LC","51","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/07/2026","AirNow","340030010","3","8.4","ug/m3 LC","47","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/08/2026","AirNow","340030010","3","1","ug/m3 LC","6","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/09/2026","AirNow","340030010","3","3.3","ug/m3 LC","18","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/10/2026","AirNow","340030010","3","11.4","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/11/2026","AirNow","340030010","3","11.2","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/12/2026","AirNow","340030010","3","2.4","ug/m3 LC","13","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/13/2026","AirNow","340030010","3","3.6","ug/m3 LC","20","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/14/2026","AirNow","340030010","3","11.4","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/15/2026","AirNow","340030010","3","15.2","ug/m3 LC","62","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/16/2026","AirNow","340030010","3","5.7","ug/m3 LC","32","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/17/2026","AirNow","340030010","3","25.4","ug/m3 LC","81","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/18/2026","AirNow","340030010","3","33.9","ug/m3 LC","97","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/19/2026","AirNow","340030010","3","8.4","ug/m3 LC","47","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/20/2026","AirNow","340030010","3","4.2","ug/m3 LC","23","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/21/2026","AirNow","340030010","3","6","ug/m3 LC","33","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/22/2026","AirNow","340030010","3","3.2","ug/m3 LC","18","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/23/2026","AirNow","340030010","3","0.5","ug/m3 LC","3","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/24/2026","AirNow","340030010","3","1.6","ug/m3 LC","9","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/25/2026","AirNow","340030010","3","11.4","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/26/2026","AirNow","340030010","3","14.9","ug/m3 LC","62","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/27/2026","AirNow","340030010","3","8.9","ug/m3 LC","49","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"02/28/2026","AirNow","340030010","3","15.6","ug/m3 LC","63","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/01/2026","AirNow","340030010","3","5.6","ug/m3 LC","31","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/02/2026","AirNow","340030010","3","3.1","ug/m3 LC","17","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/03/2026","AirNow","340030010","3","5.4","ug/m3 LC","30","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/04/2026","AirNow","340030010","3","14.4","ug/m3 LC","61","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/05/2026","AirNow","340030010","3","17.3","ug/m3 LC","66","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/06/2026","AirNow","340030010","3","6.2","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/07/2026","AirNow","340030010","3","13.4","ug/m3 LC","59","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/08/2026","AirNow","340030010","3","11.3","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/09/2026","AirNow","340030010","3","6.2","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/10/2026","AirNow","340030010","3","9.8","ug/m3 LC","52","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/11/2026","AirNow","340030010","3","16.1","ug/m3 LC","64","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/12/2026","AirNow","340030010","3","7.6","ug/m3 LC","42","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/13/2026","AirNow","340030010","3","4.7","ug/m3 LC","26","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/14/2026","AirNow","340030010","3","4.4","ug/m3 LC","24","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/15/2026","AirNow","340030010","3","4.6","ug/m3 LC","26","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/16/2026","AirNow","340030010","3","5.4","ug/m3 LC","30","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/17/2026","AirNow","340030010","3","1.4","ug/m3 LC","8","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/18/2026","AirNow","340030010","3","2.8","ug/m3 LC","16","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/19/2026","AirNow","340030010","3","6.1","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/20/2026","AirNow","340030010","3","12.6","ug/m3 LC","58","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/21/2026","AirNow","340030010","3","9.3","ug/m3 LC","51","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/22/2026","AirNow","340030010","3","12.3","ug/m3 LC","57","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/23/2026","AirNow","340030010","3","5.1","ug/m3 LC","28","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/24/2026","AirNow","340030010","3","4.1","ug/m3 LC","23","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/25/2026","AirNow","340030010","3","9.7","ug/m3 LC","52","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/26/2026","AirNow","340030010","3","12","ug/m3 LC","56","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/27/2026","AirNow","340030010","3","5.9","ug/m3 LC","33","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/28/2026","AirNow","340030010","3","3.5","ug/m3 LC","19","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/29/2026","AirNow","340030010","3","5.5","ug/m3 LC","31","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/30/2026","AirNow","340030010","3","7.7","ug/m3 LC","43","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"03/31/2026","AirNow","340030010","3","10.1","ug/m3 LC","53","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/01/2026","AirNow","340030010","3","6.2","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/02/2026","AirNow","340030010","3","3.7","ug/m3 LC","21","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/03/2026","AirNow","340030010","3","8.4","ug/m3 LC","47","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/04/2026","AirNow","340030010","3","8","ug/m3 LC","44","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/05/2026","AirNow","340030010","3","6.2","ug/m3 LC","34","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/06/2026","AirNow","340030010","3","4.1","ug/m3 LC","23","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/07/2026","AirNow","340030010","3","4.6","ug/m3 LC","26","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/08/2026","AirNow","340030010","3","4.1","ug/m3 LC","23","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/09/2026","AirNow","340030010","3","7.4","ug/m3 LC","41","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/10/2026","AirNow","340030010","3","12.2","ug/m3 LC","57","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/11/2026","AirNow","340030010","3","4.3","ug/m3 LC","24","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/12/2026","AirNow","340030010","3","5.9","ug/m3 LC","33","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/13/2026","AirNow","340030010","3","11.1","ug/m3 LC","55","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/14/2026","AirNow","340030010","3","10.2","ug/m3 LC","53","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/15/2026","AirNow","340030010","3","8.1","ug/m3 LC","45","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/16/2026","AirNow","340030010","3","10.6","ug/m3 LC","54","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/17/2026","AirNow","340030010","3","5.6","ug/m3 LC","31","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/18/2026","AirNow","340030010","3","5.2","ug/m3 LC","29","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/19/2026","AirNow","340030010","3","5.3","ug/m3 LC","29","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"04/20/2026","AirNow","340030010","3","4.5","ug/m3 LC","25","Fort Lee Near Road","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","003","Bergen","40.85355","-73.96618"
"01/01/2026","AirNow","340170008","3","3.9","ug/m3 LC","22","Union City High School","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","34","New Jersey","017","Hudson","40.770908","-74.036218"
