"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"04/04/2026","AirNow","360050112","4","8.9","ug/m3 LC","49","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/05/2026","AirNow","360050112","4","6","ug/m3 LC","33","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/06/2026","AirNow","360050112","4","4","ug/m3 LC","22","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/07/2026","AirNow","360050112","4","4.2","ug/m3 LC","23","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/08/2026","AirNow","360050112","4","4.6","ug/m3 LC","26","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/09/2026","AirNow","360050112","4","7.1","ug/m3 LC","39","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/10/2026","AirNow","360050112","4","13.1","ug/m3 LC","58","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/11/2026","AirNow","360050112","4","4.8","ug/m3 LC","27","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/12/2026","AirNow","360050112","4","5.4","ug/m3 LC","30","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/13/2026","AirNow","360050112","4","13.4","ug/m3 LC","59","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/14/2026","AirNow","360050112","4","11.2","ug/m3 LC","55","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/15/2026","AirNow","360050112","4","9.7","ug/m3 LC","52","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/16/2026","AirNow","360050112","4","15.3","ug/m3 LC","63","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/17/2026","AirNow","360050112","4","4.5","ug/m3 LC","25","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/18/2026","AirNow","360050112","4","4.8","ug/m3 LC","27","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/19/2026","AirNow","360050112","4","3.7","ug/m3 LC","21","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"04/20/2026","AirNow","360050112","4","4.7","ug/m3 LC","26","IS 74","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","005","Bronx","40.81551","-73.88553"
"01/01/2026","AQS","360470052","4","4.1","ug/m3 LC","23","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/02/2026","AQS","360470052","4","6.4","ug/m3 LC","36","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/03/2026","AQS","360470052","4","6.2","ug/m3 LC","34","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/04/2026","AQS","360470052","4","5.9","ug/m3 LC","33","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/05/2026","AQS","360470052","4","7.8","ug/m3 LC","43","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/06/2026","AQS","360470052","4","21.2","ug/m3 LC","74","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/07/2026","AQS","360470052","4","12.6","ug/m3 LC","58","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/08/2026","AQS","360470052","4","6.2","ug/m3 LC","34","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/09/2026","AQS","360470052","4","9.4","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/10/2026","AQS","360470052","4","6.8","ug/m3 LC","38","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/11/2026","AQS","360470052","4","4.4","ug/m3 LC","24","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/12/2026","AQS","360470052","4","4.5","ug/m3 LC","25","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/13/2026","AQS","360470052","4","7.7","ug/m3 LC","43","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/14/2026","AQS","360470052","4","12.1","ug/m3 LC","57","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/15/2026","AQS","360470052","4","7.2","ug/m3 LC","40","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/16/2026","AQS","360470052","4","4.4","ug/m3 LC","24","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/17/2026","AQS","360470052","4","11.6","ug/m3 LC","56","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/18/2026","AQS","360470052","4","22.3","ug/m3 LC","76","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/19/2026","AQS","360470052","4","8.8","ug/m3 LC","49","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/20/2026","AQS","360470052","4","6.5","ug/m3 LC","36","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/21/2026","AQS","360470052","4","6","ug/m3 LC","33","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/22/2026","AQS","360470052","4","8.5","ug/m3 LC","47","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/23/2026","AQS","360470052","4","4.4","ug/m3 LC","24","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/24/2026","AQS","360470052","4","3.6","ug/m3 LC","20","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/25/2026","AQS","360470052","4","4.6","ug/m3 LC","26","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/26/2026","AQS","360470052","4","4.7","ug/m3 LC","26","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/27/2026","AQS","360470052","4","6.7","ug/m3 LC","37","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/28/2026","AQS","360470052","4","12.1","ug/m3 LC","57","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/29/2026","AQS","360470052","4","9.8","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/30/2026","AQS","360470052","4","5.1","ug/m3 LC","28","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/31/2026","AQS","360470052","4","7.1","ug/m3 LC","39","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/01/2026","AirNow","360470052","4","4.5","ug/m3 LC","25","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/02/2026","AirNow","360470052","4","5.1","ug/m3 LC","28","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/03/2026","AirNow","360470052","4","12","ug/m3 LC","56","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/04/2026","AirNow","360470052","4","11.1","ug/m3 LC","55","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/05/2026","AirNow","360470052","4","9.8","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/06/2026","AirNow","360470052","4","11.2","ug/m3 LC","55","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/07/2026","AirNow","360470052","4","13.5","ug/m3 LC","59","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/08/2026","AirNow","360470052","4","4.6","ug/m3 LC","26","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/09/2026","AirNow","360470052","4","9.2","ug/m3 LC","51","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/10/2026","AirNow","360470052","4","12.3","ug/m3 LC","57","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/11/2026","AirNow","360470052","4","12.4","ug/m3 LC","57","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/12/2026","AirNow","360470052","4","3.3","ug/m3 LC","18","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/13/2026","AirNow","360470052","4","5.8","ug/m3 LC","32","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/14/2026","AirNow","360470052","4","15.8","ug/m3 LC","63","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/15/2026","AirNow","360470052","4","18.7","ug/m3 LC","69","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/16/2026","AirNow","360470052","4","7","ug/m3 LC","39","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/17/2026","AirNow","360470052","4","26.2","ug/m3 LC","83","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/18/2026","AirNow","360470052","4","27.1","ug/m3 LC","85","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/19/2026","AirNow","360470052","4","9.3","ug/m3 LC","51","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/20/2026","AirNow","360470052","4","6.8","ug/m3 LC","38","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/21/2026","AirNow","360470052","4","6.8","ug/m3 LC","38","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/22/2026","AirNow","360470052","4","5.8","ug/m3 LC","32","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/23/2026","AirNow","360470052","4","2.6","ug/m3 LC","14","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/24/2026","AirNow","360470052","4","3.9","ug/m3 LC","22","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/25/2026","AirNow","360470052","4","12.6","ug/m3 LC","58","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/26/2026","AirNow","360470052","4","19.5","ug/m3 LC","70","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/27/2026","AirNow","360470052","4","9","ug/m3 LC","50","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"02/28/2026","AirNow","360470052","4","13.1","ug/m3 LC","58","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/01/2026","AirNow","360470052","4","6.5","ug/m3 LC","36","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/02/2026","AirNow","360470052","4","4.2","ug/m3 LC","23","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/03/2026","AirNow","360470052","4","6.8","ug/m3 LC","38","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/04/2026","AirNow","360470052","4","14.6","ug/m3 LC","61","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/05/2026","AirNow","360470052","4","12.8","ug/m3 LC","58","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/06/2026","AirNow","360470052","4","6.7","ug/m3 LC","37","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/07/2026","AirNow","360470052","4","9.8","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/08/2026","AirNow","360470052","4","12.4","ug/m3 LC","57","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/09/2026","AirNow","360470052","4","7.6","ug/m3 LC","42","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/10/2026","AirNow","360470052","4","11.9","ug/m3 LC","56","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/11/2026","AirNow","360470052","4","14.7","ug/m3 LC","61","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/12/2026","AirNow","360470052","4","8","ug/m3 LC","44","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/13/2026","AirNow","360470052","4","4.7","ug/m3 LC","26","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/14/2026","AirNow","360470052","4","4.3","ug/m3 LC","24","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/15/2026","AirNow","360470052","4","5.2","ug/m3 LC","29","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/16/2026","AirNow","360470052","4","5.3","ug/m3 LC","29","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/17/2026","AirNow","360470052","4","2.2","ug/m3 LC","12","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/18/2026","AirNow","360470052","4","3.7","ug/m3 LC","21","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/19/2026","AirNow","360470052","4","5","ug/m3 LC","28","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/26/2026","AirNow","360470052","4","12.8","ug/m3 LC","58","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/27/2026","AirNow","360470052","4","7","ug/m3 LC","39","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/28/2026","AirNow","360470052","4","4","ug/m3 LC","22","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/29/2026","AirNow","360470052","4","5.1","ug/m3 LC","28","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/30/2026","AirNow","360470052","4","6.4","ug/m3 LC","36","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"03/31/2026","AirNow","360470052","4","9.5","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/01/2026","AirNow","360470052","4","6.6","ug/m3 LC","37","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/02/2026","AirNow","360470052","4","5","ug/m3 LC","28","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/03/2026","AirNow","360470052","4","7.6","ug/m3 LC","42","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/04/2026","AirNow","360470052","4","11.6","ug/m3 LC","56","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/05/2026","AirNow","360470052","4","7.2","ug/m3 LC","40","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/06/2026","AirNow","360470052","4","4","ug/m3 LC","22","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/07/2026","AirNow","360470052","4","4.1","ug/m3 LC","23","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/08/2026","AirNow","360470052","4","4.5","ug/m3 LC","25","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/09/2026","AirNow","360470052","4","5.8","ug/m3 LC","32","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/10/2026","AirNow","360470052","4","9.7","ug/m3 LC","52","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/11/2026","AirNow","360470052","4","4","ug/m3 LC","22","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"04/12/2026","AirNow","360470052","4","5.7","ug/m3 LC","32","PS 314","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
